priority,accession_number,title,record_type,historical_theme,collection_name,people,object_date,donor,neighborhood,rights_status,observation_reasons,notes
medium,SRM-2026-827,"Farish Street Baptist Church, 619 N. Farish, undated",Photograph,Community and Professional Life,,,undated,,Farish Street,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/71.png on 2026-08-05. Handwritten label reads Farish Street Baptist Church, 619 N. Farish."
medium,SRM-2026-828,"Fraternal leader speaking at a podium, undated",Photograph,Civic Leadership,,,undated,,,"Rights reserved, contact Smith Robertson",Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/72.png on 2026-08-05."
medium,SRM-2026-838,"Dotty Cab Restaurant (White House), undated",Photograph,Community and Professional Life,,,undated,Willsard Johnson,,"Rights reserved, contact Smith Robertson",Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/86.png on 2026-08-05. Legacy accession label visible in image: 85.8.10. Identification and donor context supplied on August 6, 2026."
medium,SRM-2026-841,"Smith Robertson School 8th-grade class collage, 1925",Photograph,African American Education,,Richard Wright,1925,,Smith Robertson Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/176.png on 2026-08-05. Handwritten note reads ""1925 Smith Robertson School Class - 8th grade Richard Wright."""
medium,SRM-P-1955-012,"Portrait photograph of A.N. Jackson, principal",Artifact,African American Education,SR,A.N. Jackson,c.1950,,Smith Robertson Campus,Museum Use Only,Missing donor and provenance; Rights status needs normalization: Museum Use Only,
medium,SRM-P-1960-020,Smith Robinson School Sunday Evening Meeting,Photograph,African American Education,SR,,,,Smith Robertson Campus,Educational Use Approved,Missing object date; Missing donor and provenance,
medium,SRM-P-2026-011,Portrait photograph of Principal James Gooden,Photograph,African American Education,SR,James Gooden,,,Smith Robertson Campus,Museum Use Only,Missing object date; Missing donor and provenance; Rights status needs normalization: Museum Use Only,Exact date still needs confirmation from source documentation.
medium,SRM-P-c.1950- 018,Portrait photograph of Richard Wright,Photograph,Arts And Culture,SR,Richard Wright,c.1950,,Mississippi,Public Domain,Missing donor and provenance,Corrected capitalization and description during 2026-07-18 metadata pass.
medium,SRM-P-c.1970- 017,Smith Robertson Under Construction,Photograph,African American Education,SR,,,,Smith Robertson Campus,Public Domain,Missing object date; Missing donor and provenance,
medium,SRM-R--2013-001,Jackson Advocate 2013,Newspaper / Periodical,Arts And Culture,Jackson Advocate,,2013,Jackson Advocate,,Public Domain,Missing provenance; Missing neighborhood/geography detail,
medium,SRM-R--2026-006,Field to Factory Slides and Videos,Artifact,African American Education,Smith Robertson,,,Smith Robertson,Smith Robertson Campus,Museum Use Only,Missing object date; Missing provenance; Rights status needs normalization: Museum Use Only,
medium,SRM-R--2026-009,Field to Factory Art Box,Exhibit,African American Education,Smith robinson,,unknown,,Statewide Mississippi,Museum Use Only,Missing donor and provenance; Rights status needs normalization: Museum Use Only,
medium,SRM-R--c.1900-019,Photo of Smith Robertson,Artifact,African American Education,SR,,,SR,Smith Robertson Campus,Educational Use Approved,Missing object date; Missing provenance,
low,SRM-2026-080,Inventory of Jerry and Sue Whitt donation,Archive,Arts And Culture,Museum Administrative Records,Jerry Whitt; Sue Whitt,"May 10, 2007; signed June 24, 2007",Jerry Whitt; Sue Whitt,"Jackson, Mississippi",Museum Use Only,Missing provenance; Rights status needs normalization: Museum Use Only,"Source image: Untitled design (37)/1.png. Listed objects include Village Life, Child Taken by Mermaid, Zimbabwe woven hat, and framed Zimbabwe paintings."
low,SRM-2026-116,Alamo Theatre September 1976 promotional calendar,Archive,Arts And Culture,Farish Street Business District Collection,,1976-09-01 00:00:00,,Farish Street,Rights Unknown,Missing donor; Rights status needs normalization: Rights Unknown,"Documents Black entertainment venues, Farish Street business history, and neighborhood leisure culture in Jackson."
low,SRM-2026-122,Framed abstract print with bird and reclining figure motifs,Artifact,Arts And Culture,Art Collection,,1973,,Geographies To Be Confirmed,Rights Unknown,Missing donor; Rights status needs normalization: Rights Unknown,Represents modern printmaking or graphic art within the museum's art holdings.
low,SRM-2026-124,Post Office Department appointment certificate for Thomas Keys,Archive,Community and Professional Life,Civic Leadership Collection,Thomas Keys,1877,,United States,Rights Unknown,Missing donor; Rights status needs normalization: Rights Unknown,"Documents federal appointment, Black civic participation, and local postal history in Reconstruction-era or post-Reconstruction Mississippi."
low,SRM-2026-221,Occupational tintype resembling Dr. Sarah Loguen Fraser,Photograph,Midwives and Motherhood,Smith Robertson Photograph Collection,Sarah Loguen Fraser (attributed resemblance),19th century,,United States,Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption says the woman is unidentified but strongly resembles Dr. Sarah Loguen Fraser. Source image renamed from gettyimages-1326286736-594x594.jpg.
low,SRM-2026-222,"Sharecropper scene in Ruleville, Mississippi",Photograph,Agriculture and Labor,Smith Robertson Photograph Collection,,20th century,,"Ruleville, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption: Sharecropper - Ruleville, Mississippi. Source image renamed from gettyimages-1395725163-594x594.jpg."
low,SRM-2026-223,Portrait of Richard Henry Beadle,Photograph,Portraiture and Community Memory,Smith Robertson Photograph Collection,Richard Henry Beadle,20th century,,"Jackson, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption: Richard Henry Beadle 1884-1971, photographer. Source image renamed from gettyimages-1396739422-594x594.jpg."
low,SRM-2026-224,Seventh Grade Class at Smith Robertson Elementary School,Photograph,African American Education,Smith Robertson Photograph Collection,students and teachers unidentified,20th century,,Smith Robertson Campus,Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption: Seventh Grade Class, Smith Robertson Elementary School. Source image renamed from gettyimages-1396739433-594x594.jpg."
low,SRM-2026-225,Chester Jones of the Big Four Cab on Farish Street,Photograph,Black Business and Professional Life,Smith Robertson Photograph Collection,Chester Jones,20th century,,Farish Street,Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption identifies Chester Jones and the 100 block of Farish Street. Source image renamed from gettyimages-1396739488-594x594.jpg.
low,SRM-2026-226,Flooding at the Alamo Theatre on Farish Street,Photograph,Arts And Culture,Smith Robertson Photograph Collection,Leroy Jackson; Cleve Mr. Bossman,20th century,,Farish Street,Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption identifies the Alamo Theatre, Leroy Jackson, and Cleve Mr. Bossman. Source image renamed from gettyimages-1396739502-594x594.jpg."
low,SRM-2026-227,Portrait of the Beadle sisters Anita Leona Scott and Johnie Mae Middleton,Photograph,Portraiture and Community Memory,Smith Robertson Photograph Collection,Anita Leona Scott; Johnie Mae Middleton,20th century,,"Jackson, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption identifies the sitters as Anita Leona Scott and Johnie Mae Middleton. Source image renamed from gettyimages-1396739519-594x594.jpg.
low,SRM-2026-228,Pearlie Grove Missionary Baptist Church on Gallatin Street,Photograph,Family And Local Life,Smith Robertson Photograph Collection,,20th century,,"Jackson, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption: Pearlie Grove Missionary Baptist Church, Gallatin Street, Jackson, Mississippi. Source image renamed from gettyimages-1396739552-594x594.jpg."
low,SRM-2026-229,"Eroded cotton farm near Jackson, Mississippi",Photograph,Agriculture and Labor,Smith Robertson Photograph Collection,,20th century,,"Jackson, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption credits artist Dorothea Lange. Source image renamed from gettyimages-1400604114-594x594.jpg.
low,SRM-2026-230,"Sharecropper cabin with cotton and corn near Jackson, Mississippi",Photograph,Agriculture and Labor,Smith Robertson Photograph Collection,,20th century,,"Jackson, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption credits artist Dorothea Lange. Source image renamed from gettyimages-1400604135-594x594.jpg.
low,SRM-2026-231,"Sharecropper cabin and wife south of Jackson, Mississippi",Photograph,Agriculture and Labor,Smith Robertson Photograph Collection,,20th century,,"Jackson, Mississippi",Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption credits artist Dorothea Lange. Source image renamed from gettyimages-1400604138-594x594.jpg.
low,SRM-2026-232,Farish Street church school children marching in parade,Photograph,Faith And Community Life,Smith Robertson Photograph Collection,children unidentified,20th century,,Farish Street,Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption: Farish St. Church school children marching on street during parade. Source image renamed from gettyimages-1631771439-594x594.jpg.
low,SRM-2026-233,Midwife Frances Jones-Coleman with client in Houston,Photograph,Midwives and Motherhood,Smith Robertson Photograph Collection,Frances Jones-Coleman; Mimi Bingham,2023-02-03,,"Houston, Texas",Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption places the image in Houston on February 3, 2023. Source image renamed from gettyimages-1888262630-594x594.jpg."
low,SRM-2026-234,Jackson College Health Center staff aiding patients,Photograph,African American Education,Smith Robertson Photograph Collection,,20th century,,Jackson State University Campus,Rights Held by Museum,Missing donor; Status still marked Needs Review,Embedded caption identifies the Jackson College Health Center and modern medical facilities. Source image renamed from gettyimages-2151568391-594x594.jpg.
low,SRM-2026-236,"African American midwife walking to visit a client near Siloam, Georgia",Photograph,Midwives and Motherhood,Smith Robertson Photograph Collection,,1941-11,,"Siloam, Greene County, Georgia",Rights Held by Museum,Missing donor; Status still marked Needs Review,"Embedded caption gives the location as near Siloam, Greene County, Georgia, November 1941. A second downloaded file with the same asset ID was an exact duplicate and was not cataloged separately."
